what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1781731983682
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1781731983805
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1781731983941
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1781731984010
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1781731984012
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1781731984062
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1781731984283
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1781731984647
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1781731984822
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1781731986929
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1781731988307
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1781731988393
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1781731988399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781731989605
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1781731989701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781731994643
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1781732003581
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1781732003582
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1781732007809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732008215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732220912
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1781732220936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732227160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732242371
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1781732246328
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1781732246328
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1781732246329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732246377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732266963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732271554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732274636
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1781732274645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732275141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732275643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732276323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732278666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732287074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732300615
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1781732303991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732304349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732306556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732316550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732318924
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1781732322485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732322908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732331611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732335171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732336582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732343340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732343430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732346815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732362723
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1781732362735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732363317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732372296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732376693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732385151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732393447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732398909
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1781732398917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732399333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732399795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732400580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732402499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732407934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732418021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732426265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732428008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732434630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732434710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732436619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732489654
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1781732489676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732493888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732680270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732688399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732691234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732697678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732697742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732699901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732703598
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1781732703695
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781732705750
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1781732707479
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1781732707501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732827556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732828183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781732828356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734230194
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781734231504
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1781734241732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734250691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734251664
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1781734251670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734261243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734263142
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1781734263667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734263678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734263959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734264264
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781734267128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781734267417
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1781734267556
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781734273423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1781735221457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735235111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735238279
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1781735239145
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781735243411
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1781735243759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735246152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735248650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735249071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735251024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735251984
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781735257206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735257984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735259159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735260060
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1781735357497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1781735359163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735361454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735590947
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1781735594758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735595231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735615916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735623675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735625410
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1781735625825
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781735628373
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1781735628677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735633083
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1781735637555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735638785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735878502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735879358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735879608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735881338
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1781735881562
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1781735882962
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1781735883634
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1781735883634
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1781735883645
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1781735883663
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1781735883664
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1781735883664
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1781735883664
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1781735883664
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1781735883685
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1781735883685
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1781735883685
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1781735883685
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1781760443160
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1781760443161
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1781760443161
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1781760443161
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1781760443162
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1781760443162
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1781760443162
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1781760443163
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1781760443164
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1781760443165
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1781760443166
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1781760443166
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1781760443167
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1781760443168
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1781760443168
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1781760443168
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1781760443169
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1781760443169
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1781760443169
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1781760443169
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1781760443170
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1781760443171
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1781760443171
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1781760443171
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1781760443172
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1781760443172
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1781760443174
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1781760443174
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1781760443175
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1781760443175
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1781760443175
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1781760443175
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1781760443176
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1781760443176
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1781760443176
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1781760443176
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1781760443176
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1781760443177
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1781760443181
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1781760443181
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1781760443182
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1781760443182
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1781760443182
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1781760443182
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1781760443182
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1781760443183
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1781760443282
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1781760443282
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1781760443284
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1781760443284
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1781760443284
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1781760443285
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1781760443285
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1781760443285
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1781760443286
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1781760443286
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1781760443286
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1781760443286
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1781760443286
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1781760443287
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1781760443288
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1781760443289
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1781760443289
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1781760443290
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1781760443291
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1781760443292
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1781760443293
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1781760443294
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1781760443295
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1781760443295
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1781760443296
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1781760443297
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1781760443298
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1781760443298
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1781760443298
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1781760443299
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1781760443299
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1781760443300
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1781760443300
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1781760443300
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1781760443301
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1781760443301
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1781760443309
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1781760443310
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1781760443310
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1781760443310
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1781760443311
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1781760443311
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1781760443311
os,sysinfo,,,"win32",1781760443312
arch,sysinfo,,,"x86",1781760443312
ws,sysinfo,,,"win32",1781760443312
locale,sysinfo,,,"zh_TW",1781760443312
processors,sysinfo,,,"8",1781760443312
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1781760443312
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1781760443312
java.specification.name,sysinfo,,,"Java Platform API Specification",1781760443312
